  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   9.324000         NaN         NaN         NaN           NaN             NaN
   9.324333         NaN         NaN         NaN           NaN             NaN
   9.324667         NaN         NaN         NaN           NaN             NaN
   9.325000         NaN         NaN         NaN           NaN             NaN
   9.325333         NaN         NaN         NaN           NaN             NaN
   9.325667         NaN         NaN         NaN           NaN             NaN
   9.326000         NaN         NaN         NaN           NaN             NaN
   9.326333         NaN         NaN         NaN           NaN             NaN
   9.326667         NaN         NaN         NaN           NaN             NaN
   9.327000         NaN         NaN         NaN           NaN             NaN
   9.327333         NaN         NaN         NaN           NaN             NaN
   9.327667         NaN         NaN         NaN           NaN             NaN
   9.328000         NaN         NaN         NaN           NaN             NaN
   9.328333         NaN         NaN         NaN           NaN             NaN
   9.328667         NaN         NaN         NaN           NaN             NaN
   9.329000         NaN         NaN         NaN           NaN             NaN
   9.329333         NaN         NaN         NaN           NaN             NaN
   9.329667         NaN         NaN         NaN           NaN             NaN
   9.330000         NaN         NaN         NaN           NaN             NaN
   9.330333         NaN         NaN         NaN           NaN             NaN
   9.330667         NaN         NaN         NaN           NaN             NaN
   9.331000         NaN         NaN         NaN           NaN             NaN
   9.331333         NaN         NaN         NaN           NaN             NaN
   9.331667         NaN         NaN         NaN           NaN             NaN
   9.332000         NaN         NaN         NaN           NaN             NaN
   9.332333         NaN         NaN         NaN           NaN             NaN
   9.332667         NaN         NaN         NaN           NaN             NaN
   9.333000         NaN         NaN         NaN           NaN             NaN
   9.333333         NaN         NaN         NaN           NaN             NaN
   9.333667         NaN         NaN         NaN           NaN             NaN
   9.334000         NaN         NaN         NaN           NaN             NaN
   9.334333         NaN         NaN         NaN           NaN             NaN
   9.334667         NaN         NaN         NaN           NaN             NaN
   9.335000         NaN         NaN         NaN           NaN             NaN
   9.335333         NaN         NaN         NaN           NaN             NaN
   9.335667         NaN         NaN         NaN           NaN             NaN
   9.336000         NaN         NaN         NaN           NaN             NaN
   9.336333         NaN         NaN         NaN           NaN             NaN
   9.336667         NaN         NaN         NaN           NaN             NaN
   9.337000         NaN         NaN         NaN           NaN             NaN
   9.337333         NaN         NaN         NaN           NaN             NaN
   9.337667         NaN         NaN         NaN           NaN             NaN
   9.338000         NaN         NaN         NaN           NaN             NaN
   9.338333         NaN         NaN         NaN           NaN             NaN
   9.338667         NaN         NaN         NaN           NaN             NaN
   9.339000         NaN         NaN         NaN           NaN             NaN
   9.339333         NaN         NaN         NaN           NaN             NaN
   9.339667         NaN         NaN         NaN           NaN             NaN
   9.340000         NaN         NaN         NaN           NaN             NaN
   9.340333         NaN         NaN         NaN           NaN             NaN
   9.340667         NaN         NaN         NaN           NaN             NaN
   9.341000         NaN         NaN         NaN           NaN             NaN
   9.341333         NaN         NaN         NaN           NaN             NaN
   9.341667         NaN         NaN         NaN           NaN             NaN
   9.342000         NaN         NaN         NaN           NaN             NaN
   9.342333         NaN         NaN         NaN           NaN             NaN
   9.342667         NaN         NaN         NaN           NaN             NaN
   9.343000         NaN         NaN         NaN           NaN             NaN
   9.343333         NaN         NaN         NaN           NaN             NaN
   9.343667         NaN         NaN         NaN           NaN             NaN
   9.344000         NaN         NaN         NaN           NaN             NaN
   9.344333         NaN         NaN         NaN           NaN             NaN
   9.344667         NaN         NaN         NaN           NaN             NaN
   9.345000         NaN         NaN         NaN           NaN             NaN
   9.345333         NaN         NaN         NaN           NaN             NaN
   9.345667         NaN         NaN         NaN           NaN             NaN
   9.346000         NaN         NaN         NaN           NaN             NaN
   9.346333         NaN         NaN         NaN           NaN             NaN
   9.346667         NaN         NaN         NaN           NaN             NaN
   9.347000         NaN         NaN         NaN           NaN             NaN
   9.347333         NaN         NaN         NaN           NaN             NaN
   9.347667         NaN         NaN         NaN           NaN             NaN
   9.348000         NaN         NaN         NaN           NaN             NaN
   9.348333         NaN         NaN         NaN           NaN             NaN
   9.348667         NaN         NaN         NaN           NaN             NaN
   9.349000         NaN         NaN         NaN           NaN             NaN
   9.349333         NaN         NaN         NaN           NaN             NaN
   9.349667         NaN         NaN         NaN           NaN             NaN
   9.350000         NaN         NaN         NaN           NaN             NaN
   9.350333         NaN         NaN         NaN           NaN             NaN
   9.350667         NaN         NaN         NaN           NaN             NaN
   9.351000         NaN         NaN         NaN           NaN             NaN
   9.351333         NaN         NaN         NaN           NaN             NaN
   9.351667         NaN         NaN         NaN           NaN             NaN
   9.352000         NaN         NaN         NaN           NaN             NaN
   9.352333         NaN         NaN         NaN           NaN             NaN
   9.352667         NaN         NaN         NaN           NaN             NaN
   9.353000         NaN         NaN         NaN           NaN             NaN
   9.353333         NaN         NaN         NaN           NaN             NaN
   9.353667         NaN         NaN         NaN           NaN             NaN
   9.354000         NaN         NaN         NaN           NaN             NaN
   9.354333         NaN         NaN         NaN           NaN             NaN
   9.354667         NaN         NaN         NaN           NaN             NaN
   9.355000         NaN         NaN         NaN           NaN             NaN
   9.355333         NaN         NaN         NaN           NaN             NaN
   9.355667         NaN         NaN         NaN           NaN             NaN
   9.356000         NaN         NaN         NaN           NaN             NaN
   9.356333         NaN         NaN         NaN           NaN             NaN
   9.356667         NaN         NaN         NaN           NaN             NaN
   9.357000         NaN         NaN         NaN           NaN             NaN
   9.357333         NaN         NaN         NaN           NaN             NaN
   9.357667         NaN         NaN         NaN           NaN             NaN
   9.358000         NaN         NaN         NaN           NaN             NaN
   9.358333         NaN         NaN         NaN           NaN             NaN
   9.358667         NaN         NaN         NaN           NaN             NaN
   9.359000         NaN         NaN         NaN           NaN             NaN
   9.359333         NaN         NaN         NaN           NaN             NaN
   9.359667         NaN         NaN         NaN           NaN             NaN
   9.360000         NaN         NaN         NaN           NaN             NaN
   9.360333         NaN         NaN         NaN           NaN             NaN
   9.360667         NaN         NaN         NaN           NaN             NaN
   9.361000         NaN         NaN         NaN           NaN             NaN
   9.361333         NaN         NaN         NaN           NaN             NaN
   9.361667         NaN         NaN         NaN           NaN             NaN
   9.362000         NaN         NaN         NaN           NaN             NaN
   9.362333         NaN         NaN         NaN           NaN             NaN
   9.362667         NaN         NaN         NaN           NaN             NaN
   9.363000         NaN         NaN         NaN           NaN             NaN
   9.363333         NaN         NaN         NaN           NaN             NaN
   9.363667         NaN         NaN         NaN           NaN             NaN
   9.364000         NaN         NaN         NaN           NaN             NaN
   9.364333         NaN         NaN         NaN           NaN             NaN
   9.364667         NaN         NaN         NaN           NaN             NaN
   9.365000         NaN         NaN         NaN           NaN             NaN
   9.365333         NaN         NaN         NaN           NaN             NaN
   9.365667         NaN         NaN         NaN           NaN             NaN
   9.366000         NaN         NaN         NaN           NaN             NaN
   9.366333         NaN         NaN         NaN           NaN             NaN
   9.366667         NaN         NaN         NaN           NaN             NaN
   9.367000         NaN         NaN         NaN           NaN             NaN
   9.367333         NaN         NaN         NaN           NaN             NaN
   9.367667         NaN         NaN         NaN           NaN             NaN
   9.368000         NaN         NaN         NaN           NaN             NaN
   9.368333         NaN         NaN         NaN           NaN             NaN
   9.368667         NaN         NaN         NaN           NaN             NaN
   9.369000         NaN         NaN         NaN           NaN             NaN
   9.369333         NaN         NaN         NaN           NaN             NaN
   9.369667         NaN         NaN         NaN           NaN             NaN
   9.370000         NaN         NaN         NaN           NaN             NaN
   9.370333         NaN         NaN         NaN           NaN             NaN
   9.370667         NaN         NaN         NaN           NaN             NaN
   9.371000         NaN         NaN         NaN           NaN             NaN
   9.371333         NaN         NaN         NaN           NaN             NaN
   9.371667         NaN         NaN         NaN           NaN             NaN
   9.372000         NaN         NaN         NaN           NaN             NaN
   9.372333         NaN         NaN         NaN           NaN             NaN
   9.372667         NaN         NaN         NaN           NaN             NaN
   9.373000         NaN         NaN         NaN           NaN             NaN
   9.373333         NaN         NaN         NaN           NaN             NaN
   9.373667         NaN         NaN         NaN           NaN             NaN
   9.374000         NaN         NaN         NaN           NaN             NaN
   9.374333         NaN         NaN         NaN           NaN             NaN
   9.374667         NaN         NaN         NaN           NaN             NaN
   9.375000         NaN         NaN         NaN           NaN             NaN
   9.375333         NaN         NaN         NaN           NaN             NaN
   9.375667         NaN         NaN         NaN           NaN             NaN
   9.376000         NaN         NaN         NaN           NaN             NaN
   9.376333         NaN         NaN         NaN           NaN             NaN
   9.376667         NaN         NaN         NaN           NaN             NaN
   9.377000         NaN         NaN         NaN           NaN             NaN
   9.377333         NaN         NaN         NaN           NaN             NaN
   9.377667         NaN         NaN         NaN           NaN             NaN
   9.378000         NaN         NaN         NaN           NaN             NaN
   9.378333         NaN         NaN         NaN           NaN             NaN
   9.378667         NaN         NaN         NaN           NaN             NaN
   9.379000         NaN         NaN         NaN           NaN             NaN
   9.379333         NaN         NaN         NaN           NaN             NaN
   9.379667         NaN         NaN         NaN           NaN             NaN
   9.380000         NaN         NaN         NaN           NaN             NaN
   9.380333         NaN         NaN         NaN           NaN             NaN
   9.380667         NaN         NaN         NaN           NaN             NaN
   9.381000         NaN         NaN         NaN           NaN             NaN
   9.381333         NaN         NaN         NaN           NaN             NaN
   9.381667         NaN         NaN         NaN           NaN             NaN
   9.382000         NaN         NaN         NaN           NaN             NaN
   9.382333         NaN         NaN         NaN           NaN             NaN
   9.382667         NaN         NaN         NaN           NaN             NaN
   9.383000         NaN         NaN         NaN           NaN             NaN
   9.383333         NaN         NaN         NaN           NaN             NaN
   9.383667         NaN         NaN         NaN           NaN             NaN
   9.384000         NaN         NaN         NaN           NaN             NaN
   9.384333         NaN         NaN         NaN           NaN             NaN
   9.384667         NaN         NaN         NaN           NaN             NaN
   9.385000         NaN         NaN         NaN           NaN             NaN
   9.385333         NaN         NaN         NaN           NaN             NaN
   9.385667         NaN         NaN         NaN           NaN             NaN
   9.386000         NaN         NaN         NaN           NaN             NaN
   9.386333         NaN         NaN         NaN           NaN             NaN
   9.386667         NaN         NaN         NaN           NaN             NaN
   9.387000         NaN         NaN         NaN           NaN             NaN
   9.387333         NaN         NaN         NaN           NaN             NaN
   9.387667         NaN         NaN         NaN           NaN             NaN
   9.388000         NaN         NaN         NaN           NaN             NaN
   9.388333         NaN         NaN         NaN           NaN             NaN
   9.388667         NaN         NaN         NaN           NaN             NaN
   9.389000         NaN         NaN         NaN           NaN             NaN
   9.389333         NaN         NaN         NaN           NaN             NaN
   9.389667         NaN         NaN         NaN           NaN             NaN
   9.390000         NaN         NaN         NaN           NaN             NaN
   9.390333         NaN         NaN         NaN           NaN             NaN
   9.390667         NaN         NaN         NaN           NaN             NaN
   9.391000         NaN         NaN         NaN           NaN             NaN
   9.391333         NaN         NaN         NaN           NaN             NaN
   9.391667         NaN         NaN         NaN           NaN             NaN
   9.392000         NaN         NaN         NaN           NaN             NaN
   9.392333         NaN         NaN         NaN           NaN             NaN
   9.392667         NaN         NaN         NaN           NaN             NaN
   9.393000         NaN         NaN         NaN           NaN             NaN
   9.393333         NaN         NaN         NaN           NaN             NaN
   9.393667         NaN         NaN         NaN           NaN             NaN
   9.394000         NaN         NaN         NaN           NaN             NaN
   9.394333         NaN         NaN         NaN           NaN             NaN
   9.394667         NaN         NaN         NaN           NaN             NaN
   9.395000         NaN         NaN         NaN           NaN             NaN
   9.395333         NaN         NaN         NaN           NaN             NaN
   9.395667         NaN         NaN         NaN           NaN             NaN
   9.396000         NaN         NaN         NaN           NaN             NaN
   9.396333         NaN         NaN         NaN           NaN             NaN
   9.396667         NaN         NaN         NaN           NaN             NaN
   9.397000         NaN         NaN         NaN           NaN             NaN
   9.397333         NaN         NaN         NaN           NaN             NaN
   9.397667         NaN         NaN         NaN           NaN             NaN
   9.398000         NaN         NaN         NaN           NaN             NaN
   9.398333         NaN         NaN         NaN           NaN             NaN
   9.398667         NaN         NaN         NaN           NaN             NaN
   9.399000         NaN         NaN         NaN           NaN             NaN
   9.399333         NaN         NaN         NaN           NaN             NaN
   9.399667         NaN         NaN         NaN           NaN             NaN
   9.400000         NaN         NaN         NaN           NaN             NaN
   9.400333         NaN         NaN         NaN           NaN             NaN
   9.400667         NaN         NaN         NaN           NaN             NaN
   9.401000         NaN         NaN         NaN           NaN             NaN
   9.401333         NaN         NaN         NaN           NaN             NaN
   9.401667         NaN         NaN         NaN           NaN             NaN
   9.402000         NaN         NaN         NaN           NaN             NaN
   9.402333         NaN         NaN         NaN           NaN             NaN
   9.402667         NaN         NaN         NaN           NaN             NaN
   9.403000         NaN         NaN         NaN           NaN             NaN
   9.403333         NaN         NaN         NaN           NaN             NaN
   9.403667         NaN         NaN         NaN           NaN             NaN
   9.404000         NaN         NaN         NaN           NaN             NaN
   9.404333         NaN         NaN         NaN           NaN             NaN
   9.404667         NaN         NaN         NaN           NaN             NaN
   9.405000         NaN         NaN         NaN           NaN             NaN
   9.405333         NaN         NaN         NaN           NaN             NaN
   9.405667         NaN         NaN         NaN           NaN             NaN
   9.406000         NaN         NaN         NaN           NaN             NaN
   9.406333         NaN         NaN         NaN           NaN             NaN
   9.406667         NaN         NaN         NaN           NaN             NaN
   9.407000         NaN         NaN         NaN           NaN             NaN
   9.407333         NaN         NaN         NaN           NaN             NaN
   9.407667         NaN         NaN         NaN           NaN             NaN
   9.408000         NaN         NaN         NaN           NaN             NaN
   9.408333         NaN         NaN         NaN           NaN             NaN
   9.408667         NaN         NaN         NaN           NaN             NaN
   9.409000         NaN         NaN         NaN           NaN             NaN
   9.409333         NaN         NaN         NaN           NaN             NaN
   9.409667         NaN         NaN         NaN           NaN             NaN
   9.410000         NaN         NaN         NaN           NaN             NaN
   9.410333         NaN         NaN         NaN           NaN             NaN
   9.410667         NaN         NaN         NaN           NaN             NaN
   9.411000         NaN         NaN         NaN           NaN             NaN
   9.411333         NaN         NaN         NaN           NaN             NaN
   9.411667         NaN         NaN         NaN           NaN             NaN
   9.412000         NaN         NaN         NaN           NaN             NaN
   9.412333         NaN         NaN         NaN           NaN             NaN
   9.412667         NaN         NaN         NaN           NaN             NaN
   9.413000         NaN         NaN         NaN           NaN             NaN
   9.413333         NaN         NaN         NaN           NaN             NaN
   9.413667         NaN         NaN         NaN           NaN             NaN
   9.414000         NaN         NaN         NaN           NaN             NaN
   9.414333         NaN         NaN         NaN           NaN             NaN
   9.414667         NaN         NaN         NaN           NaN             NaN
   9.415000         NaN         NaN         NaN           NaN             NaN
   9.415333         NaN         NaN         NaN           NaN             NaN
   9.415667         NaN         NaN         NaN           NaN             NaN
   9.416000         NaN         NaN         NaN           NaN             NaN
   9.416333         NaN         NaN         NaN           NaN             NaN
   9.416667         NaN         NaN         NaN           NaN             NaN
   9.417000         NaN         NaN         NaN           NaN             NaN
   9.417333         NaN         NaN         NaN           NaN             NaN
   9.417667         NaN         NaN         NaN           NaN             NaN
   9.418000         NaN         NaN         NaN           NaN             NaN
   9.418333         NaN         NaN         NaN           NaN             NaN
   9.418667         NaN         NaN         NaN           NaN             NaN
   9.419000         NaN         NaN         NaN           NaN             NaN
   9.419333         NaN         NaN         NaN           NaN             NaN
   9.419667         NaN         NaN         NaN           NaN             NaN
   9.420000         NaN         NaN         NaN           NaN             NaN
   9.420333         NaN         NaN         NaN           NaN             NaN
   9.420667         NaN         NaN         NaN           NaN             NaN
   9.421000         NaN         NaN         NaN           NaN             NaN
   9.421333         NaN         NaN         NaN           NaN             NaN
   9.421667         NaN         NaN         NaN           NaN             NaN
   9.422000         NaN         NaN         NaN           NaN             NaN
   9.422333         NaN         NaN         NaN           NaN             NaN
   9.422667         NaN         NaN         NaN           NaN             NaN
   9.423000         NaN         NaN         NaN           NaN             NaN
   9.423333         NaN         NaN         NaN           NaN             NaN
   9.423667         NaN         NaN         NaN           NaN             NaN
   9.424000         NaN         NaN         NaN           NaN             NaN
   9.424333         NaN         NaN         NaN           NaN             NaN
   9.424667         NaN         NaN         NaN           NaN             NaN
   9.425000         NaN         NaN         NaN           NaN             NaN
   9.425333         NaN         NaN         NaN           NaN             NaN
   9.425667         NaN         NaN         NaN           NaN             NaN
   9.426000         NaN         NaN         NaN           NaN             NaN
   9.426333         NaN         NaN         NaN           NaN             NaN
   9.426667         NaN         NaN         NaN           NaN             NaN
   9.427000         NaN         NaN         NaN           NaN             NaN
   9.427333         NaN         NaN         NaN           NaN             NaN
   9.427667         NaN         NaN         NaN           NaN             NaN
   9.428000         NaN         NaN         NaN           NaN             NaN
   9.428333         NaN         NaN         NaN           NaN             NaN
   9.428667         NaN         NaN         NaN           NaN             NaN
   9.429000         NaN         NaN         NaN           NaN             NaN
   9.429333         NaN         NaN         NaN           NaN             NaN
   9.429667         NaN         NaN         NaN           NaN             NaN
   9.430000         NaN         NaN         NaN           NaN             NaN
   9.430333         NaN         NaN         NaN           NaN             NaN
   9.430667         NaN         NaN         NaN           NaN             NaN
   9.431000         NaN         NaN         NaN           NaN             NaN
   9.431333         NaN         NaN         NaN           NaN             NaN
   9.431667         NaN         NaN         NaN           NaN             NaN
   9.432000         NaN         NaN         NaN           NaN             NaN
   9.432333         NaN         NaN         NaN           NaN             NaN
   9.432667         NaN         NaN         NaN           NaN             NaN
   9.433000         NaN         NaN         NaN           NaN             NaN
   9.433333         NaN         NaN         NaN           NaN             NaN
   9.433667         NaN         NaN         NaN           NaN             NaN
   9.434000         NaN         NaN         NaN           NaN             NaN
   9.434333         NaN         NaN         NaN           NaN             NaN
   9.434667         NaN         NaN         NaN           NaN             NaN
   9.435000         NaN         NaN         NaN           NaN             NaN
   9.435333         NaN         NaN         NaN           NaN             NaN
   9.435667         NaN         NaN         NaN           NaN             NaN
   9.436000         NaN         NaN         NaN           NaN             NaN
   9.436333         NaN         NaN         NaN           NaN             NaN
   9.436667         NaN         NaN         NaN           NaN             NaN
   9.437000         NaN         NaN         NaN           NaN             NaN
   9.437333         NaN         NaN         NaN           NaN             NaN
   9.437667         NaN         NaN         NaN           NaN             NaN
   9.438000         NaN         NaN         NaN           NaN             NaN
   9.438333         NaN         NaN         NaN           NaN             NaN
   9.438667         NaN         NaN         NaN           NaN             NaN
   9.439000         NaN         NaN         NaN           NaN             NaN
   9.439333         NaN         NaN         NaN           NaN             NaN
   9.439667         NaN         NaN         NaN           NaN             NaN
   9.440000         NaN         NaN         NaN           NaN             NaN
   9.440333         NaN         NaN         NaN           NaN             NaN
   9.440667         NaN         NaN         NaN           NaN             NaN
   9.441000         NaN         NaN         NaN           NaN             NaN
   9.441333         NaN         NaN         NaN           NaN             NaN
   9.441667         NaN         NaN         NaN           NaN             NaN
   9.442000         NaN         NaN         NaN           NaN             NaN
   9.442333         NaN         NaN         NaN           NaN             NaN
   9.442667         NaN         NaN         NaN           NaN             NaN
   9.443000         NaN         NaN         NaN           NaN             NaN
   9.443333         NaN         NaN         NaN           NaN             NaN
   9.443667         NaN         NaN         NaN           NaN             NaN
   9.444000         NaN         NaN         NaN           NaN             NaN
   9.444333         NaN         NaN         NaN           NaN             NaN
   9.444667         NaN         NaN         NaN           NaN             NaN
   9.445000         NaN         NaN         NaN           NaN             NaN
   9.445333         NaN         NaN         NaN           NaN             NaN
   9.445667         NaN         NaN         NaN           NaN             NaN
   9.446000         NaN         NaN         NaN           NaN             NaN
   9.446333         NaN         NaN         NaN           NaN             NaN
   9.446667         NaN         NaN         NaN           NaN             NaN
   9.447000         NaN         NaN         NaN           NaN             NaN
   9.447333         NaN         NaN         NaN           NaN             NaN
   9.447667         NaN         NaN         NaN           NaN             NaN
   9.448000         NaN         NaN         NaN           NaN             NaN
   9.448333         NaN         NaN         NaN           NaN             NaN
   9.448667         NaN         NaN         NaN           NaN             NaN
   9.449000         NaN         NaN         NaN           NaN             NaN
   9.449333         NaN         NaN         NaN           NaN             NaN
   9.449667         NaN         NaN         NaN           NaN             NaN
   9.450000         NaN         NaN         NaN           NaN             NaN
   9.450333         NaN         NaN         NaN           NaN             NaN
   9.450667         NaN         NaN         NaN           NaN             NaN
   9.451000         NaN         NaN         NaN           NaN             NaN
   9.451333         NaN         NaN         NaN           NaN             NaN
   9.451667         NaN         NaN         NaN           NaN             NaN
   9.452000         NaN         NaN         NaN           NaN             NaN
   9.452333         NaN         NaN         NaN           NaN             NaN
   9.452667         NaN         NaN         NaN           NaN             NaN
   9.453000         NaN         NaN         NaN           NaN             NaN
   9.453333         NaN         NaN         NaN           NaN             NaN
   9.453667         NaN         NaN         NaN           NaN             NaN
   9.454000         NaN         NaN         NaN           NaN             NaN
   9.454333         NaN         NaN         NaN           NaN             NaN
   9.454667         NaN         NaN         NaN           NaN             NaN
   9.455000         NaN         NaN         NaN           NaN             NaN
   9.455333         NaN         NaN         NaN           NaN             NaN
   9.455667         NaN         NaN         NaN           NaN             NaN
   9.456000         NaN         NaN         NaN           NaN             NaN
   9.456333         NaN         NaN         NaN           NaN             NaN
   9.456667         NaN         NaN         NaN           NaN             NaN
   9.457000         NaN         NaN         NaN           NaN             NaN
   9.457333         NaN         NaN         NaN           NaN             NaN
   9.457667         NaN         NaN         NaN           NaN             NaN
   9.458000         NaN         NaN         NaN           NaN             NaN
   9.458333         NaN         NaN         NaN           NaN             NaN
   9.458667         NaN         NaN         NaN           NaN             NaN
   9.459000         NaN         NaN         NaN           NaN             NaN
   9.459333         NaN         NaN         NaN           NaN             NaN
   9.459667         NaN         NaN         NaN           NaN             NaN
   9.460000         NaN         NaN         NaN           NaN             NaN
   9.460333         NaN         NaN         NaN           NaN             NaN
   9.460667         NaN         NaN         NaN           NaN             NaN
   9.461000         NaN         NaN         NaN           NaN             NaN
   9.461333         NaN         NaN         NaN           NaN             NaN
   9.461667         NaN         NaN         NaN           NaN             NaN
   9.462000         NaN         NaN         NaN           NaN             NaN
   9.462333         NaN         NaN         NaN           NaN             NaN
   9.462667         NaN         NaN         NaN           NaN             NaN
   9.463000         NaN         NaN         NaN           NaN             NaN
   9.463333         NaN         NaN         NaN           NaN             NaN
   9.463667         NaN         NaN         NaN           NaN             NaN
   9.464000         NaN         NaN         NaN           NaN             NaN
   9.464333         NaN         NaN         NaN           NaN             NaN
   9.464667         NaN         NaN         NaN           NaN             NaN
   9.465000         NaN         NaN         NaN           NaN             NaN
   9.465333         NaN         NaN         NaN           NaN             NaN
   9.465667         NaN         NaN         NaN           NaN             NaN
   9.466000         NaN         NaN         NaN           NaN             NaN
   9.466333         NaN         NaN         NaN           NaN             NaN
   9.466667         NaN         NaN         NaN           NaN             NaN
   9.467000         NaN         NaN         NaN           NaN             NaN
   9.467333         NaN         NaN         NaN           NaN             NaN
   9.467667         NaN         NaN         NaN           NaN             NaN
   9.468000         NaN         NaN         NaN           NaN             NaN
   9.468333         NaN         NaN         NaN           NaN             NaN
   9.468667         NaN         NaN         NaN           NaN             NaN
   9.469000         NaN         NaN         NaN           NaN             NaN
   9.469333         NaN         NaN         NaN           NaN             NaN
   9.469667         NaN         NaN         NaN           NaN             NaN
   9.470000         NaN         NaN         NaN           NaN             NaN
   9.470333         NaN         NaN         NaN           NaN             NaN
   9.470667         NaN         NaN         NaN           NaN             NaN
   9.471000         NaN         NaN         NaN           NaN             NaN
   9.471333         NaN         NaN         NaN           NaN             NaN
   9.471667         NaN         NaN         NaN           NaN             NaN
   9.472000         NaN         NaN         NaN           NaN             NaN
   9.472333         NaN         NaN         NaN           NaN             NaN
   9.472667         NaN         NaN         NaN           NaN             NaN
   9.473000         NaN         NaN         NaN           NaN             NaN
   9.473333         NaN         NaN         NaN           NaN             NaN
   9.473667         NaN         NaN         NaN           NaN             NaN
   9.474000         NaN         NaN         NaN           NaN             NaN
   9.474333         NaN         NaN         NaN           NaN             NaN
   9.474667         NaN         NaN         NaN           NaN             NaN
   9.475000         NaN         NaN         NaN           NaN             NaN
   9.475333         NaN         NaN         NaN           NaN             NaN
   9.475667         NaN         NaN         NaN           NaN             NaN
   9.476000         NaN         NaN         NaN           NaN             NaN
   9.476333         NaN         NaN         NaN           NaN             NaN
   9.476667         NaN         NaN         NaN           NaN             NaN
   9.477000         NaN         NaN         NaN           NaN             NaN
   9.477333         NaN         NaN         NaN           NaN             NaN
   9.477667         NaN         NaN         NaN           NaN             NaN
   9.478000         NaN         NaN         NaN           NaN             NaN
   9.478333         NaN         NaN         NaN           NaN             NaN
   9.478667         NaN         NaN         NaN           NaN             NaN
   9.479000         NaN         NaN         NaN           NaN             NaN
   9.479333         NaN         NaN         NaN           NaN             NaN
   9.479667         NaN         NaN         NaN           NaN             NaN
   9.480000         NaN         NaN         NaN           NaN             NaN
   9.480333         NaN         NaN         NaN           NaN             NaN
   9.480667         NaN         NaN         NaN           NaN             NaN
   9.481000         NaN         NaN         NaN           NaN             NaN
   9.481333         NaN         NaN         NaN           NaN             NaN
   9.481667         NaN         NaN         NaN           NaN             NaN
   9.482000         NaN         NaN         NaN           NaN             NaN
   9.482333         NaN         NaN         NaN           NaN             NaN
   9.482667         NaN         NaN         NaN           NaN             NaN
   9.483000         NaN         NaN         NaN           NaN             NaN
   9.483333         NaN         NaN         NaN           NaN             NaN
   9.483667         NaN         NaN         NaN           NaN             NaN
   9.484000         NaN         NaN         NaN           NaN             NaN
   9.484333         NaN         NaN         NaN           NaN             NaN
   9.484667         NaN         NaN         NaN           NaN             NaN
   9.485000         NaN         NaN         NaN           NaN             NaN
   9.485333         NaN         NaN         NaN           NaN             NaN
   9.485667         NaN         NaN         NaN           NaN             NaN
   9.486000         NaN         NaN         NaN           NaN             NaN
   9.486333         NaN         NaN         NaN           NaN             NaN
   9.486667         NaN         NaN         NaN           NaN             NaN
   9.487000         NaN         NaN         NaN           NaN             NaN
   9.487333         NaN         NaN         NaN           NaN             NaN
   9.487667         NaN         NaN         NaN           NaN             NaN
   9.488000         NaN         NaN         NaN           NaN             NaN
   9.488333         NaN         NaN         NaN           NaN             NaN
   9.488667         NaN         NaN         NaN           NaN             NaN
   9.489000         NaN         NaN         NaN           NaN             NaN
   9.489333         NaN         NaN         NaN           NaN             NaN
   9.489667         NaN         NaN         NaN           NaN             NaN
   9.490000         NaN         NaN         NaN           NaN             NaN
   9.490333         NaN         NaN         NaN           NaN             NaN
   9.490667         NaN         NaN         NaN           NaN             NaN
   9.491000         NaN         NaN         NaN           NaN             NaN
   9.491333         NaN         NaN         NaN           NaN             NaN
   9.491667         NaN         NaN         NaN           NaN             NaN
   9.492000         NaN         NaN         NaN           NaN             NaN
   9.492333         NaN         NaN         NaN           NaN             NaN
   9.492667         NaN         NaN         NaN           NaN             NaN
   9.493000         NaN         NaN         NaN           NaN             NaN
   9.493333         NaN         NaN         NaN           NaN             NaN
   9.493667         NaN         NaN         NaN           NaN             NaN
   9.494000         NaN         NaN         NaN           NaN             NaN
   9.494333         NaN         NaN         NaN           NaN             NaN
   9.494667         NaN         NaN         NaN           NaN             NaN
   9.495000         NaN         NaN         NaN           NaN             NaN
   9.495333         NaN         NaN         NaN           NaN             NaN
   9.495667         NaN         NaN         NaN           NaN             NaN
   9.496000         NaN         NaN         NaN           NaN             NaN
   9.496333         NaN         NaN         NaN           NaN             NaN
   9.496667         NaN         NaN         NaN           NaN             NaN
   9.497000         NaN         NaN         NaN           NaN             NaN
   9.497333         NaN         NaN         NaN           NaN             NaN
   9.497667         NaN         NaN         NaN           NaN             NaN
   9.498000         NaN         NaN         NaN           NaN             NaN
   9.498333         NaN         NaN         NaN           NaN             NaN
   9.498667         NaN         NaN         NaN           NaN             NaN
   9.499000         NaN         NaN         NaN           NaN             NaN
   9.499333         NaN         NaN         NaN           NaN             NaN
   9.499667         NaN         NaN         NaN           NaN             NaN
   9.500000         NaN         NaN         NaN           NaN             NaN
   9.500333         NaN         NaN         NaN           NaN             NaN
   9.500667         NaN         NaN         NaN           NaN             NaN
   9.501000         NaN         NaN         NaN           NaN             NaN
   9.501333         NaN         NaN         NaN           NaN             NaN
   9.501667         NaN         NaN         NaN           NaN             NaN
   9.502000         NaN         NaN         NaN           NaN             NaN
   9.502333         NaN         NaN         NaN           NaN             NaN
