  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   0.176333         NaN         NaN         NaN           NaN             NaN
   0.176667         NaN         NaN         NaN           NaN             NaN
   0.177000         NaN         NaN         NaN           NaN             NaN
   0.177333         NaN         NaN         NaN           NaN             NaN
   0.177667         NaN         NaN         NaN           NaN             NaN
   0.178000         NaN         NaN         NaN           NaN             NaN
   0.178333         NaN         NaN         NaN           NaN             NaN
   0.178667         NaN         NaN         NaN           NaN             NaN
   0.179000         NaN         NaN         NaN           NaN             NaN
   0.179333         NaN         NaN         NaN           NaN             NaN
   0.179667         NaN         NaN         NaN           NaN             NaN
   0.180000         NaN         NaN         NaN           NaN             NaN
   0.180333         NaN         NaN         NaN           NaN             NaN
   0.180667         NaN         NaN         NaN           NaN             NaN
   0.181000         NaN         NaN         NaN           NaN             NaN
   0.181333         NaN         NaN         NaN           NaN             NaN
   0.181667         NaN         NaN         NaN           NaN             NaN
   0.182000         NaN         NaN         NaN           NaN             NaN
   0.182333         NaN         NaN         NaN           NaN             NaN
   0.182667         NaN         NaN         NaN           NaN             NaN
   0.183000         NaN         NaN         NaN           NaN             NaN
   0.183333         NaN         NaN         NaN           NaN             NaN
   0.183667         NaN         NaN         NaN           NaN             NaN
   0.184000         NaN         NaN         NaN           NaN             NaN
   0.184333         NaN         NaN         NaN           NaN             NaN
   0.184667         NaN         NaN         NaN           NaN             NaN
   0.185000         NaN         NaN         NaN           NaN             NaN
   0.185333         NaN         NaN         NaN           NaN             NaN
   0.185667         NaN         NaN         NaN           NaN             NaN
   0.186000         NaN         NaN         NaN           NaN             NaN
   0.186333         NaN         NaN         NaN           NaN             NaN
   0.186667         NaN         NaN         NaN           NaN             NaN
   0.187000         NaN         NaN         NaN           NaN             NaN
   0.187333         NaN         NaN         NaN           NaN             NaN
   0.187667         NaN         NaN         NaN           NaN             NaN
   0.188000         NaN         NaN         NaN           NaN             NaN
   0.188333         NaN         NaN         NaN           NaN             NaN
   0.188667         NaN         NaN         NaN           NaN             NaN
   0.189000         NaN         NaN         NaN           NaN             NaN
   0.189333         NaN         NaN         NaN           NaN             NaN
   0.189667         NaN         NaN         NaN           NaN             NaN
   0.190000         NaN         NaN         NaN           NaN             NaN
   0.190333         NaN         NaN         NaN           NaN             NaN
   0.190667         NaN         NaN         NaN           NaN             NaN
   0.191000         NaN         NaN         NaN           NaN             NaN
   0.191333         NaN         NaN         NaN           NaN             NaN
